Email_ID,Email_Type,Subject_Hotness_Score,Email_Source_Type,Customer_Location,Email_Campaign_Type,Total_Past_Communications,Time_Email_sent_Category,Word_Count,Total_Links,Total_Images,Email_Status
EMA00082467225920,1,0.1,1,,3,48,2,694,14,6,1
EMA00082467563450,1,0.1,2,,1,0,3,520,1,0,1
EMA00082468208080,1,1.7,2,,2,20,1,1014,19,0,1
EMA00082468773350,1,2.5,1,G,2,19,1,504,6,0,1
EMA00082469629720,1,0.9,2,D,2,35,3,873,6,0,1
EMA00082469864950,2,0.1,1,G,3,50,3,518,9,0,1
EMA00082469949180,2,0.2,1,G,3,39,3,873,11,3,1
EMA00082470481530,1,1.5,2,D,2,23,3,1082,11,1,1
EMA00082471120810,2,0.1,1,B,3,36,2,254,4,0,1
EMA00082471253170,2,0.2,2,,1,0,3,873,1,0,1
EMA00082471900420,2,0.2,1,G,3,25,2,988,4,0,1
EMA00082472125370,1,2.7,1,G,2,37,1,67,,0,1
EMA00082472255050,1,3.8,2,G,2,,1,653,5,0,1
EMA00082472678550,1,1.7,1,B,2,30,2,653,11,0,1
EMA00082472689830,1,0,1,E,3,63,3,132,11,2,1
EMA00082473101120,1,2,1,E,2,30,2,520,6,1,1
EMA00082473336780,2,0.3,2,D,3,35,3,684,6,0,1
EMA00082474052380,1,0.3,2,,3,45,2,608,8,0,1
EMA00082474119420,2,0,1,G,3,24,1,684,11,0,1
EMA00082474312850,1,1.6,2,,2,35,3,152,,0,1
EMA00082476124250,1,0.2,1,G,3,,3,610,11,10,1
EMA00082476549360,2,0.3,1,G,3,43,2,934,21,14,1
EMA00082477107570,1,1.3,1,G,2,35,2,578,11,0,1
EMA00082477425350,1,2.3,2,E,2,32,2,518,,1,1
EMA00082477612310,1,0.9,2,G,2,38,1,610,9,0,1
EMA00082477780790,2,0.4,1,,2,20,2,733,8,0,1
EMA00082478339680,1,0.1,2,C,1,0,2,673,1,0,1
EMA00082478524040,1,3,1,F,2,34,2,145,8,0,1
EMA00082479151690,2,0.1,2,,3,43,2,608,18,9,1
EMA00082479183060,1,0,2,,3,40,2,311,8,0,1
EMA00082480213510,1,2,2,G,2,,2,311,14,0,1
EMA00082480270510,1,0.2,2,,3,61,2,186,6,0,1
EMA00082480880310,1,0.6,1,C,2,40,3,700,11,9,1
EMA00082480903340,1,1,1,G,2,50,2,521,11,2,1
EMA00082480987880,1,0.1,1,E,3,52,2,275,11,,1
EMA00082481124500,2,2.2,1,D,2,5,2,550,6,0,1
EMA00082481730300,2,0.3,2,E,3,54,2,190,5,0,1
EMA00082483065110,1,0.7,1,C,2,25,2,796,6,0,1
EMA00082483464720,1,1,2,G,2,33,1,962,14,0,1
EMA00082483595730,1,4.9,1,A,2,15,2,67,11,0,1
EMA00082483964290,1,0.1,1,G,2,38,2,608,3,,1
EMA00082484066920,1,1,2,G,2,35,2,873,8,0,1
EMA00082484490420,1,1.1,1,,2,50,3,565,14,4,1
EMA00082484677740,2,0.3,1,G,3,33,1,1157,8,2,1
EMA00082484968940,1,0,1,E,3,43,2,623,9,0,1
EMA00082485100040,1,3.1,1,A,2,12,3,440,6,0,1
EMA00082485246930,1,0.2,1,G,3,45,2,524,26,23,1
EMA00082485454000,1,2.8,2,D,2,18,2,636,16,14,1
EMA00082486421730,1,0.2,2,B,3,52,2,470,,0,1
EMA00082486476160,2,0.1,1,,3,,2,704,4,0,1
EMA00082487976540,2,0.1,1,C,3,54,1,392,11,9,1
EMA00082488747430,1,2.7,2,,2,19,2,733,4,1,1
EMA00082488754370,1,1.6,2,D,2,17,2,855,4,0,1
EMA00082489482050,1,2.5,2,C,2,36,1,40,11,0,1
EMA00082490760800,1,1.7,2,,2,,2,366,,0,1
EMA00082490953360,1,0.8,1,G,2,37,2,806,9,7,1
EMA00082491286600,2,0.2,1,D,3,32,1,1157,8,2,1
EMA00082491654770,2,0.3,1,G,3,45,3,605,5,0,1
EMA00082492373840,1,0,1,D,3,34,2,694,21,16,1
EMA00082492427440,1,1.7,2,C,2,23,1,649,5,0,1
EMA00082492728970,1,0.7,2,,2,43,2,484,11,1,1
EMA00082493231210,1,0.9,1,F,2,25,3,550,6,0,1
EMA00082493513130,1,1.5,2,A,2,34,3,678,9,0,1
EMA00082493622580,1,0.1,1,C,3,,2,760,9,7,1
EMA00082493694650,1,0.3,2,E,3,54,1,366,21,3,1
EMA00082494126480,2,0.2,2,G,1,0,1,744,1,0,1
EMA00082494379120,1,0.7,2,,2,,3,339,6,3,1
EMA00082494379970,1,1.3,2,F,2,23,2,904,16,15,1
EMA00082494438510,1,2.9,1,G,2,19,2,840,8,0,1
EMA00082495502850,1,0.1,2,B,1,0,2,593,1,0,1
EMA00082495936330,1,0,1,G,3,60,2,311,8,1,1
EMA00082495974200,1,0.2,1,D,3,37,1,636,8,5,1
EMA00082496203870,1,0.8,2,B,2,38,2,988,28,25,1
EMA00082496466270,1,0.1,1,E,3,51,2,694,4,0,1
EMA00082496566670,1,1.8,1,G,2,37,2,419,11,0,1
EMA00082496599290,2,0.1,2,C,3,22,2,1280,4,1,1
EMA00082497130100,1,1.1,1,G,2,36,2,462,11,0,1
EMA00082497750810,1,0.1,1,,3,,2,796,9,7,1
EMA00082498564300,1,0,1,E,3,40,2,721,4,0,1
EMA00082498856730,1,1.1,2,G,2,36,1,655,21,10,1
EMA00082498936880,1,0.2,2,,3,39,2,988,5,,1
EMA00082499176290,2,0,1,D,3,46,2,678,8,5,1
EMA00082499628040,1,0,1,G,3,54,2,610,14,13,1
EMA00082500028000,1,0.3,2,G,3,,1,1216,14,0,1
EMA00082501116480,2,0.3,1,G,3,,2,934,,5,1
EMA00082501132580,1,1.4,2,G,2,33,1,392,9,0,1
EMA00082502111520,1,0,2,,3,45,2,392,,0,1
EMA00082503938220,1,0.2,1,E,3,55,1,251,4,0,1
EMA00082504284420,2,0.2,2,E,1,,1,194,1,0,1
EMA00082504392080,1,1.6,2,,2,28,3,339,11,8,1
EMA00082504443560,1,0.2,2,E,3,27,3,737,8,3,1
EMA00082504688410,2,0,1,D,3,34,3,760,5,0,1
EMA00082504699140,1,0.1,1,G,3,46,2,542,14,13,1
EMA00082505147660,1,0,1,,3,52,2,655,8,0,1
EMA00082505695120,2,0.3,2,G,3,39,1,812,21,3,1
EMA00082505864830,1,0.2,1,,3,52,2,416,14,0,1
EMA00082506176460,2,0.2,2,G,3,38,2,593,14,0,1
EMA00082506919400,2,0.2,1,E,3,37,1,636,6,0,1
EMA00082507795270,1,2.3,2,D,2,17,2,827,9,4,1
EMA00082507845540,2,0.2,2,G,3,,2,880,21,18,1
EMA00082509253460,1,0,1,G,3,49,2,440,11,10,1
EMA00082509824390,1,0.2,2,E,3,20,2,892,4,0,1
EMA00082510762900,1,0.3,1,F,3,47,2,578,14,0,1
EMA00082511319620,2,0,1,C,3,55,3,251,11,3,1
EMA00082512367610,1,1.7,1,F,2,35,2,366,4,0,1
EMA00082513085690,1,2.4,2,G,2,20,1,542,6,0,1
EMA00082513232520,1,0.1,1,,3,36,1,827,6,3,1
EMA00082513244980,1,0.5,1,E,2,30,2,1038,11,0,1
EMA00082515169250,1,0.3,2,,3,30,2,1229,31,15,1
EMA00082515226440,1,2.2,1,D,2,40,2,40,5,4,1
EMA00082515559750,1,0,1,G,3,25,2,1157,7,0,1
EMA00082515666610,2,0.2,1,,1,0,2,419,1,0,1
EMA00082516181310,1,1,1,E,2,30,2,339,4,1,1
EMA00082516911320,1,1.8,2,D,2,29,1,524,11,0,1
EMA00082517115820,1,0,1,F,3,41,3,962,6,0,1
EMA00082517305650,1,4,1,G,2,10,2,253,4,2,1
EMA00082517819290,1,0.3,1,C,3,42,3,593,14,6,1
EMA00082518061570,1,2.1,1,G,2,42,2,254,11,9,1
EMA00082519937040,1,0.3,2,G,3,40,2,649,11,0,1
EMA00082521060740,1,1.2,2,B,2,48,2,40,21,17,1
EMA00082521176540,1,2.5,2,G,2,20,2,655,16,12,1
EMA00082521186490,1,1.3,1,G,2,50,2,99,8,0,1
EMA00082521269790,1,3.8,1,D,2,15,2,282,2,0,1
EMA00082521307660,1,0.6,1,,2,48,2,462,6,0,1
EMA00082521356490,1,0.8,1,,2,58,2,152,,0,1
EMA00082521625040,1,0.2,2,B,3,37,1,760,11,0,1
EMA00082522362700,1,0.6,2,D,2,54,3,352,6,0,1
EMA00082523274330,1,1.2,2,,2,25,2,694,18,0,1
EMA00082523350190,1,1.7,2,E,2,37,1,733,11,7,1
EMA00082523687600,1,0.3,1,G,3,35,2,694,14,11,1
EMA00082524055320,1,0.3,1,D,3,31,1,1173,8,3,1
EMA00082525308900,2,0,2,E,1,0,1,282,1,0,1
EMA00082526399110,2,0.3,2,G,3,35,2,1082,4,0,1
EMA00082526542380,1,3.1,1,G,2,18,3,490,11,3,1
EMA00082526798980,2,0.6,1,B,2,40,2,733,4,0,1
EMA00082526824660,1,1.2,1,F,2,50,2,311,11,7,1
EMA00082527214560,2,0.2,2,G,3,12,2,841,6,3,1
EMA00082527341310,1,1.6,2,B,2,30,2,578,16,7,1
EMA00082527758260,1,0.1,1,,3,34,2,892,11,6,1
EMA00082528283730,1,1,1,B,2,33,3,458,4,2,1
EMA00082528485980,1,0.2,2,G,3,49,3,578,8,0,1
EMA00082528629300,1,0.1,2,C,3,45,3,440,9,4,1
EMA00082528683630,1,2.2,1,D,2,20,2,1038,6,0,1
EMA00082528695950,2,0.2,2,G,3,51,1,366,21,17,1
EMA00082528821800,1,1.9,1,G,2,23,2,440,9,2,1
EMA00082530890450,1,0.2,2,G,3,,2,389,8,0,1
EMA00082530965070,1,0.2,1,G,3,26,2,518,11,0,1
EMA00082531894770,1,1.9,2,,2,35,2,653,6,0,1
EMA00082532038860,1,1.2,1,G,2,30,2,1122,,28,1
EMA00082532091380,1,2,1,G,2,,2,366,11,2,1
EMA00082532227880,1,0,2,D,3,52,3,521,11,4,1
EMA00082532870580,1,1.8,2,,2,26,2,741,6,0,1
EMA00082533652770,1,4.2,2,E,2,19,2,565,6,0,1
EMA00082533938670,1,3.1,1,G,2,30,2,470,21,4,1
EMA00082534023470,1,0.7,1,E,2,35,2,504,6,0,1
EMA00082534827910,1,0.2,2,C,3,37,3,962,6,2,1
EMA00082535537720,1,1.8,2,G,2,35,1,251,8,0,1
EMA00082536494970,1,1.7,1,C,2,19,2,812,11,0,1
EMA00082536756170,1,0.3,1,C,3,46,2,520,4,0,1
EMA00082536828080,2,0,2,G,3,36,3,636,11,9,1
EMA00082537010290,1,0.3,2,,3,52,3,314,11,0,1
EMA00082537134580,1,0.2,2,,2,57,3,253,8,6,1
EMA00082537242570,1,0.2,2,G,3,55,1,282,6,2,1
EMA00082538194120,2,0.4,1,B,2,45,1,389,6,1,1
EMA00082538819100,1,1.4,1,C,2,20,3,524,11,0,1
EMA00082539133770,1,0,2,B,3,47,2,700,21,5,1
EMA00082540028020,1,0.3,1,G,3,49,2,578,21,9,1
EMA00082540571170,2,0.6,1,,2,49,2,275,6,0,1
EMA00082540599730,1,1,2,,2,46,3,194,11,8,1
EMA00082540644600,1,1.4,1,F,2,31,1,542,11,0,1
EMA00082541120750,1,0.1,1,G,1,0,1,880,1,0,0
EMA00082541887810,2,0.3,1,G,3,42,1,988,9,8,1
EMA00082542024420,1,0,1,D,3,51,2,366,,0,1
EMA00082542258540,1,0.1,1,G,3,47,2,631,6,0,1
EMA00082542757670,1,0.2,1,,3,52,3,565,8,3,1
EMA00082544585810,1,1.4,1,,2,35,3,521,6,0,1
EMA00082545145740,1,0.5,1,,2,40,2,904,7,0,1
EMA00082545471040,2,2,1,C,2,34,2,51,3,0,1
EMA00082545872440,2,0,1,G,3,35,2,988,16,4,1
EMA00082545943880,1,0.2,1,G,1,0,3,578,1,0,1
EMA00082546277210,1,2.8,2,F,2,19,1,577,31,19,1
EMA00082547229420,2,0.2,1,B,3,,2,578,8,0,1
EMA00082547533350,1,0,2,G,3,35,2,578,21,10,1
EMA00082547649830,2,0.1,2,F,1,0,2,99,1,0,1
EMA00082547880680,1,0.3,1,G,3,31,2,892,11,6,1
EMA00082548151620,1,0.1,1,C,3,25,2,636,11,0,1
EMA00082548593530,1,1.4,2,G,2,35,3,605,16,0,1
EMA00082549459400,1,0.8,2,,2,,2,694,6,0,1
EMA00082549587670,2,0.1,2,A,3,30,2,770,5,4,1
EMA00082549604560,1,0.1,2,E,3,,2,424,5,0,1
EMA00082549627840,1,3.3,1,G,2,20,2,578,9,2,1
EMA00082549700000,1,0.3,1,F,3,47,3,550,11,0,1
EMA00082550151310,1,2.1,1,E,2,34,2,311,11,1,1
EMA00082550453690,1,1.2,1,C,2,39,2,416,21,16,1
EMA00082550662440,1,0.1,2,B,3,58,3,282,9,4,1
EMA00082550909280,2,0.8,1,G,2,51,3,233,4,0,1
EMA00082551684920,2,0.1,1,C,3,57,3,518,6,0,1
EMA00082553001750,1,3,1,G,2,30,1,220,14,9,1
EMA00082553529110,1,0.1,1,D,3,52,2,653,11,0,1
EMA00082553535090,1,0.7,2,G,2,51,2,470,11,6,1
EMA00082553671860,2,0.3,2,C,3,20,2,873,4,0,1
EMA00082554545160,1,1.1,1,D,2,52,3,311,6,0,1
EMA00082554692040,1,1.1,2,E,2,30,2,1061,21,7,1
EMA00082555048640,2,0.1,2,D,3,54,2,254,4,,1
EMA00082555210950,1,0.2,2,B,3,36,1,684,6,0,1
EMA00082555235780,1,0,2,C,3,,2,841,11,0,1
EMA00082555813080,2,0.1,1,G,1,0,2,389,,0,1
EMA00082556454400,1,1.1,1,G,2,12,2,339,21,8,1
EMA00082556764170,1,0.2,1,E,3,58,3,694,5,0,1
EMA00082556973750,1,0,1,,3,,3,339,31,19,1
EMA00082557603730,2,0,1,G,3,59,1,152,16,6,1
EMA00082557677720,1,0.1,2,B,3,40,2,721,16,1,1
EMA00082557788000,1,0.2,2,E,3,40,3,855,10,0,1
EMA00082557945520,1,0.3,1,,3,,1,962,9,0,1
EMA00082558079220,1,1.4,1,C,2,,2,99,16,1,1
EMA00082558403390,1,1.9,2,D,2,,1,542,9,0,1
EMA00082558935030,2,0.1,1,C,1,0,2,352,1,0,0
EMA00082559205350,1,3.4,2,G,2,20,1,187,11,0,1
EMA00082559298480,1,2.6,2,,2,20,1,733,6,0,1
EMA00082559873280,2,0,1,,1,0,1,254,1,0,1
EMA00082560373180,1,0.2,1,G,3,51,3,440,16,5,1
EMA00082561116800,1,2.4,2,G,2,34,2,233,11,7,1
EMA00082562530850,2,0.2,2,,1,,2,946,1,0,1
EMA00082563713690,1,1.9,1,E,2,25,2,542,14,4,1
EMA00082563748510,1,2,2,G,2,29,1,806,8,7,1
EMA00082564710430,1,0.2,2,F,3,43,2,593,16,3,1
EMA00082564841400,1,1.1,2,B,2,46,2,519,11,0,1
EMA00082565147440,2,0.1,1,D,3,23,2,855,4,0,1
EMA00082565656480,1,0.1,2,G,3,51,3,282,4,0,1
EMA00082566287220,2,0.2,1,C,3,30,2,962,11,0,1
EMA00082566488630,2,0.1,2,G,3,44,1,904,16,0,1
EMA00082566491230,1,1.1,1,B,2,30,3,560,6,3,1
EMA00082566650260,1,3,1,,2,25,1,275,9,0,1
EMA00082566672730,1,3.9,2,B,2,15,1,233,19,4,1
EMA00082566691470,1,0.1,2,G,3,41,2,962,6,3,1
EMA00082566814960,1,0.3,2,,3,58,1,339,21,5,1
EMA00082568898320,1,1.1,2,G,2,31,2,721,6,0,1
EMA00082569072130,2,0.1,2,D,3,25,2,868,4,0,1
EMA00082569632330,1,0.2,1,B,3,61,2,254,8,0,1
EMA00082570173300,1,1.7,2,G,2,28,2,760,11,2,1
EMA00082570622340,1,0.2,1,G,2,37,2,593,9,3,1
EMA00082570625050,2,0.2,1,E,1,0,1,946,1,0,1
EMA00082570869730,2,2.1,1,G,2,42,1,132,2,0,1
EMA00082570970050,1,1.7,1,D,2,40,2,311,11,10,1
EMA00082571851190,1,0.3,2,G,3,54,2,233,8,6,1
EMA00082572434110,2,0,1,E,3,23,1,1241,5,0,1
EMA00082574742400,1,0.2,2,D,3,55,1,339,6,0,1
EMA00082575067270,2,0.2,2,B,3,47,3,339,5,1,1
EMA00082575470090,1,1,2,G,2,44,2,458,8,0,1
EMA00082578653190,1,3.2,2,E,2,28,2,145,9,8,1
EMA00082579008850,1,3.3,1,G,2,,3,470,6,4,1
EMA00082579031950,2,0,1,,1,0,1,389,1,0,1
EMA00082579369420,2,0.1,1,G,3,35,2,1103,13,6,1
EMA00082580081480,2,0,1,E,3,37,3,661,,0,1
EMA00082580403480,1,1.2,1,G,2,41,2,565,6,0,1
EMA00082580581800,1,0.6,2,G,2,36,2,593,4,0,1
EMA00082581154310,2,0.1,1,F,3,47,3,655,9,0,1
EMA00082582108680,1,0.3,1,E,3,37,3,988,11,0,1
EMA00082582421760,1,0.8,1,G,2,37,2,771,8,0,1
EMA00082582765810,1,0,1,,3,52,2,933,6,0,1
EMA00082583375270,1,0.3,2,,3,,2,1303,9,0,1
EMA00082583674340,1,2,1,G,2,38,3,458,11,0,1
EMA00082583834210,2,1.3,1,D,2,27,2,771,21,20,1
EMA00082584221040,1,0.1,1,,3,45,1,904,14,3,1
EMA00082584260110,1,0,1,E,3,44,2,840,9,0,1
EMA00082585254980,1,0.1,2,G,3,50,1,520,11,4,1
EMA00082585721270,2,1.9,1,B,2,29,1,504,9,0,1
EMA00082585966000,2,0.1,2,G,3,31,2,577,6,3,1
EMA00082586729080,2,0.1,2,E,3,,2,694,9,0,1
EMA00082586872190,1,0.2,2,C,3,50,2,653,8,0,1
EMA00082587379110,1,0,1,G,3,60,3,190,6,0,1
EMA00082587776000,2,0,1,,3,38,1,741,11,8,1
EMA00082587809910,1,0.3,1,G,3,31,2,1203,4,0,1
EMA00082588245880,1,0.1,1,G,1,0,2,653,1,0,1
EMA00082588655110,1,3.1,2,,2,,1,366,11,0,1
EMA00082588659610,1,0,1,E,3,49,1,593,3,,1
EMA00082588697270,2,0.2,1,G,3,,3,806,11,0,1
EMA00082588723480,1,3.1,2,G,2,26,2,352,9,4,1
EMA00082589039930,1,0.2,1,C,3,30,2,1252,4,0,1
EMA00082589100940,1,2.5,2,,2,30,3,419,4,0,1
EMA00082589583900,1,1.3,1,E,2,34,2,550,6,0,1
EMA00082589751110,1,2.7,2,F,2,31,1,190,6,5,1
EMA00082590289990,1,0.2,1,B,3,47,2,521,8,0,1
EMA00082590408800,1,0.7,2,,2,45,2,653,21,16,1
EMA00082590711370,1,2.3,1,E,2,27,2,311,3,0,1
EMA00082591583600,1,0.2,2,D,3,51,1,458,8,5,1
EMA00082592038370,1,0.3,2,G,3,39,2,593,9,0,1
EMA00082592173240,1,0.2,2,C,3,40,2,934,14,3,1
EMA00082592651310,1,0.1,1,D,3,,3,812,6,0,1
EMA00082592878000,1,0.1,2,,3,48,1,610,6,0,1
EMA00082593057530,2,0.1,2,,3,50,1,220,6,0,1
EMA00082593859450,1,0,1,G,3,,2,389,11,4,1
EMA00082593982940,1,2.3,2,C,2,17,2,578,16,11,1
EMA00082594260300,1,0.2,2,,3,47,3,962,6,0,1
EMA00082594878590,1,0,1,,1,0,3,1103,1,0,1
EMA00082595133780,1,1.6,2,G,2,10,2,577,6,0,1
EMA00082595641060,2,0.2,1,,3,25,1,1173,6,0,1
EMA00082595946420,2,0.3,1,C,2,35,1,608,4,0,1
EMA00082596771860,1,0.9,1,B,2,45,2,733,11,10,1
EMA00082596866590,1,1,1,G,2,25,1,1122,,8,1
EMA00082597577300,1,0.3,1,G,2,58,3,424,9,0,1
EMA00082598556710,1,0.1,2,G,3,27,3,722,14,0,1
EMA00082599145700,1,0.5,2,D,2,40,2,605,6,4,1
EMA00082599541530,1,0,1,D,3,,2,462,9,0,1
EMA00082600494330,1,0.3,1,,3,44,3,771,11,0,1
EMA00082601262780,1,0,1,E,3,,2,988,21,9,1
EMA00082602127480,1,0.2,2,B,3,50,3,962,16,9,1
EMA00082603201280,1,0.7,1,D,2,31,2,806,14,7,1
EMA00082604341220,1,0.2,2,G,3,45,1,653,9,3,1
EMA00082604767320,1,0.9,1,E,2,54,3,253,6,0,1
EMA00082605907290,1,0.3,2,G,3,48,2,694,11,0,1
EMA00082606764780,1,2.5,1,,2,19,2,593,11,3,1
EMA00082606919010,1,0.1,1,B,3,35,2,673,7,0,1
EMA00082607023510,2,0.2,1,G,3,25,2,855,6,2,1
EMA00082608303070,2,0,1,G,3,38,2,577,14,0,1
EMA00082608372370,1,0.3,2,,3,56,2,220,6,3,1
EMA00082609351770,1,0.1,1,D,3,40,1,1038,11,0,1
EMA00082609414310,1,0.3,2,,3,54,2,771,11,5,1
EMA00082609896410,2,0.3,2,G,3,,2,550,11,0,1
EMA00082610307240,1,1.9,2,F,2,20,1,623,16,10,1
EMA00082611105550,1,0.2,2,,3,,2,1203,21,13,1
EMA00082612317630,2,0.1,2,F,3,,2,649,6,0,1
EMA00082612424730,1,0.1,1,E,3,40,1,962,6,2,1
EMA00082612590280,2,0.2,1,,3,41,2,524,16,3,1
EMA00082613182340,2,0,1,,3,42,2,700,,6,1
EMA00082613352190,2,0.2,1,,3,54,1,518,11,8,1
EMA00082613935740,2,0,1,C,1,0,2,1296,1,0,1
EMA00082615042900,1,0,2,,3,32,2,704,21,10,1
EMA00082615303870,1,0,2,G,2,42,2,636,21,11,1
EMA00082615428310,2,0.1,1,C,1,0,1,1038,1,0,1
EMA00082615543020,1,1.4,2,E,2,27,2,636,11,8,1
EMA00082615684110,1,0,1,G,3,47,2,873,11,0,1
EMA00082615737290,1,0.2,1,G,3,40,3,700,5,0,1
EMA00082616337690,1,0.1,1,,3,45,2,593,21,8,1
EMA00082616842750,2,1.4,1,D,2,30,2,518,6,0,1
EMA00082617538920,1,0.3,1,F,3,54,3,416,4,0,1
EMA00082617878730,2,0,2,G,3,33,2,812,8,0,1
EMA00082620005200,2,0,1,D,1,0,2,649,1,0,1
EMA00082620887280,1,1.6,2,C,2,52,2,40,21,7,1
EMA00082621214510,1,1.1,1,G,2,10,2,608,6,0,1
EMA00082621467510,2,0.2,1,,3,46,2,806,9,3,1
EMA00082622530930,1,1.8,2,D,2,17,2,841,9,4,1
EMA00082622551550,2,0.1,2,G,1,0,2,741,1,0,1
EMA00082624490560,1,0.2,2,G,3,34,1,902,16,0,1
EMA00082625030850,1,0.3,1,E,3,50,2,520,4,0,1
EMA00082625319030,2,0,2,C,3,,2,700,8,0,1
EMA00082625334590,1,1.9,2,G,2,30,2,873,14,11,1
EMA00082625809430,1,1.3,2,,2,22,3,778,11,9,1
EMA00082626479600,1,0.9,1,B,2,57,1,194,6,0,1
EMA00082627318700,1,1,2,,2,44,2,220,,1,1
EMA00082627382930,1,1.5,2,G,2,46,2,366,14,11,1
EMA00082627421430,1,0,2,G,3,20,2,605,3,0,1
EMA00082628795790,1,2.3,1,,2,31,3,840,,3,1
EMA00082630152280,1,0.3,1,C,3,,2,700,31,22,1
EMA00082630634840,1,1.1,1,G,2,40,1,840,14,12,1
EMA00082631767040,1,0.2,2,G,3,54,2,653,21,12,1
EMA00082632276510,1,0,2,D,3,40,3,470,11,1,1
EMA00082632393800,2,0.1,1,,3,34,2,366,3,0,1
EMA00082632570840,1,0.2,2,F,3,,2,694,4,0,1
EMA00082632705320,1,0.3,1,E,3,,2,704,21,20,1
EMA00082632861280,1,2.3,1,,2,36,2,190,6,0,1
EMA00082633432440,2,0,2,G,3,34,2,1061,8,0,1
EMA00082633681690,2,0.1,1,G,3,35,1,673,14,3,1
EMA00082634055970,1,2.9,2,F,2,14,1,760,6,0,1
EMA00082634864560,1,0.3,1,F,3,40,2,504,8,0,1
EMA00082635236950,1,0,1,G,1,0,2,311,1,0,1
EMA00082635256300,1,0.1,2,,3,43,2,504,4,0,1
EMA00082635256550,2,0.3,1,E,3,40,2,760,6,0,1
EMA00082635917540,1,0.3,2,C,3,19,2,934,11,0,1
EMA00082635964100,1,1.4,1,G,2,37,2,251,11,3,1
EMA00082637030760,1,0.3,2,,3,36,2,684,26,22,1
EMA00082637586600,1,0.3,2,E,3,,1,649,16,5,1
EMA00082638102920,2,0.1,2,E,3,44,3,542,6,0,1
EMA00082638177450,2,0.3,2,G,3,32,2,1103,11,8,1
EMA00082640419010,2,1.7,1,F,2,,2,840,2,0,1
EMA00082641022040,1,0,2,E,3,33,2,812,16,10,1
EMA00082641120830,1,0,2,A,3,30,2,778,16,1,1
EMA00082641979500,1,1.3,1,,2,46,2,67,6,0,1
EMA00082642606020,2,0.2,2,G,3,41,2,934,11,7,1
EMA00082642653160,1,0.5,1,E,2,37,2,741,11,0,1
EMA00082642697830,1,2.1,2,D,2,,1,1038,11,,1
EMA00082643045930,2,0.1,1,E,3,28,2,1216,16,0,1
EMA00082643345070,1,1.6,2,,2,34,2,694,14,0,1
EMA00082643389050,2,0.1,1,G,3,38,3,630,4,1,1
EMA00082643812690,1,0.2,1,G,3,51,2,253,6,0,1
EMA00082643886040,2,0.3,2,D,3,38,2,962,,0,1
EMA00082644463880,1,1,1,G,2,34,2,605,8,5,1
EMA00082644828690,1,0.6,2,G,2,37,2,700,8,0,1
EMA00082646107270,1,3.2,1,E,2,18,3,311,31,23,1
EMA00082647699030,1,0.1,1,C,3,54,2,518,11,7,1
EMA00082649396800,1,0.1,1,G,3,56,1,314,14,0,1
EMA00082650223280,1,1.7,2,E,2,51,2,253,21,20,1
EMA00082651128910,1,0.8,2,D,2,38,2,841,14,9,1
EMA00082651886190,1,0.2,2,G,3,26,2,880,6,5,1
EMA00082652095900,1,0,1,B,3,40,3,873,8,0,1
EMA00082652185870,1,0.2,1,G,3,46,2,416,11,0,1
EMA00082654182120,1,0.1,2,,3,42,2,524,31,25,1
EMA00082654340960,1,1,1,,2,50,2,145,,0,1
EMA00082654557850,1,0.2,1,G,3,45,2,352,6,2,1
EMA00082654809330,1,1.6,2,C,2,33,2,653,11,0,1
EMA00082655043290,1,1.7,1,,2,35,2,462,14,9,1
EMA00082655725630,1,0,2,,3,35,2,282,4,0,1
EMA00082656653810,1,2.9,1,G,2,6,2,194,4,0,1
EMA00082656883490,1,2.1,2,C,2,25,2,440,14,9,1
EMA00082657244450,2,0.3,2,G,3,31,2,730,6,4,1
EMA00082657501090,2,0.3,2,B,3,24,2,1082,,0,1
EMA00082657661170,2,0,1,G,3,39,3,560,11,0,1
EMA00082657778670,1,2.4,2,D,2,30,3,220,6,,1
EMA00082657786470,2,1.9,1,F,2,34,2,565,31,12,1
EMA00082657914600,1,1.1,2,G,2,32,3,577,8,0,1
EMA00082657923440,1,2.7,1,G,2,33,1,145,11,0,1
EMA00082658381280,1,0,2,,3,46,3,577,8,3,1
EMA00082658490840,1,1.7,1,D,2,32,2,416,4,0,1
EMA00082659029710,2,0,2,C,3,38,3,778,9,0,1
EMA00082659032950,1,2.7,1,G,2,30,3,233,11,,1
EMA00082659963530,1,0.1,2,G,3,29,1,730,11,5,1
EMA00082660709140,1,0.1,2,G,3,36,2,1061,16,12,1
EMA00082660911640,1,0.2,2,F,3,40,1,678,6,0,1
EMA00082661045640,1,2.6,1,,2,35,3,79,4,2,1
EMA00082662567940,2,0.3,2,E,3,40,2,484,4,0,1
EMA00082662590710,2,0.3,1,G,2,25,2,795,9,1,1
EMA00082663228550,1,0,2,,3,31,2,733,6,0,1
EMA00082663641460,1,1.6,1,G,2,40,2,419,11,9,1
EMA00082663748930,1,0.2,2,,3,58,2,220,9,0,1
EMA00082663948350,2,1.6,1,D,2,36,1,519,6,5,1
EMA00082664300830,2,0,2,G,1,0,1,770,1,0,1
EMA00082664366780,2,0.1,1,D,3,43,1,419,8,5,1
EMA00082664425480,1,3,2,G,2,17,1,504,,0,1
EMA00082664711260,1,2.8,1,D,2,34,2,194,6,0,1
EMA00082665925830,1,0,2,F,3,44,3,933,6,0,1
